asset_group_id,item,useful_year,useful_year_id
10,"化学工業用設備,,新聞業用設備,その他の設備,,,",8,7
10,"石油製品又は石炭製品製造業用設備,,,,,,",7,6
10,"プラスチック製品製造業用設備（他の号に掲げるものを除く。）,,,,,,",8,7
10,"ゴム製品製造業用設備,,,,,,",9,8
10,"なめし革、なめし革製品又は毛皮製造業用設備,,,,,,",9,8
10,"窯業又は土石製品製造業用設備,,,,,,",9,8
10,"鉄鋼業用設備,,,表面処理鋼材若しくは鉄粉製造業又は鉄スクラップ加工処理業用設備,,,",5,4
10,"鉄鋼業用設備,,,純鉄、原鉄、ベースメタル、フェロアロイ、鉄素形材又は鋳鉄管製造業用設備,,,",9,8
10,"鉄鋼業用設備,,,その他の設備,,,",14,13
10,"非鉄金属製造業用設備,,,核燃料物質加工設備,,,",11,10
10,"非鉄金属製造業用設備,,,その他の設備,,,",7,6
10,"金属製品製造業用設備,,,金属被覆及び彫刻業又は打はく及び金属製ネームプレート製造業用設備,,,",6,5
10,"金属製品製造業用設備,,,その他の設備,,,",10,9
10,"はん用機械器具（はん用性を有するもので、他の器具及び備品並びに機械及び装置に組み込み、又は取り付けることによりその用に供されるものをいう。）製造業用設備（第二〇号及び第二二号に掲げるものを除く。）,,,,,,",12,11
10,"生産用機械器具（物の生産の用に供されるものをいう。）製造業用設備（次号及び第二一号に掲げるものを除く。）,,,金属加工機械製造設備,,,",9,8
10,"生産用機械器具（物の生産の用に供されるものをいう。）製造業用設備（次号及び第二一号に掲げるものを除く。）,,,その他の設備,,,",12,11
10,"業務用機械器具（業務用又はサービスの生産の用に供されるもの（これらのものであつて物の生産の用に供されるものを含む。）をいう。）製造業用設備（第一七号、第二一号及び第二三号に掲げるものを除く。）,,,,,,",7,6
10,"電子部品、デバイス又は電子回路製造業用設備,,,光ディスク（追記型又は書換え型のものに限る。）製造設備,,,",6,5
10,"電子部品、デバイス又は電子回路製造業用設備,,,プリント配線基板製造設備,,,",6,5
10,"電子部品、デバイス又は電子回路製造業用設備,,,フラットパネルディスプレイ、半導体集積回路又は半導体素子製造設備,,,",5,4
10,"電子部品、デバイス又は電子回路製造業用設備,,,その他の設備,,,",8,7
10,"電気機械器具製造業用設備,,,,,,",7,6
10,"情報通信機械器具製造業用設備,,,,,,",8,7
10,"輸送用機械器具製造業用設備,,,,,,",9,8
10,"その他の製造業用設備,,,,,,",9,8
10,"農業用設備,,,,,,",7,6
10,"林業用設備,,,,,,",5,4
10,"漁業用設備（次号に掲げるものを除く。）,,,,,,",5,4
10,"水産養殖業用設備,,,,,,",5,4
10,"鉱業、採石業又は砂利採取業用設備,,,石油又は天然ガス鉱業用設備,,,",,-1
10,"鉱業、採石業又は砂利採取業用設備,,,石油又は天然ガス鉱業用設備,坑井設備,,",3,2
10,"鉱業、採石業又は砂利採取業用設備,,,石油又は天然ガス鉱業用設備,掘さく設備,,",6,5
10,"鉱業、採石業又は砂利採取業用設備,,,石油又は天然ガス鉱業用設備,その他の設備,,",12,11
10,"鉱業、採石業又は砂利採取業用設備,,,石油又は天然ガス鉱業用設備,その他の設備,,",6,5
10,"総合工事業用設備,,,,,,",6,5
10,"電気業用設備,,,,電気業用水力発電設備,,",22,21
10,"電気業用設備,,,,その他の水力発電設備,,",20,19
10,"電気業用設備,,,,汽力発電設備,,",15,14
10,"電気業用設備,,,,内燃力又はガスタービン発電設備,,",15,14
10,"電気業用設備,,,,送電又は電気業用変電若しくは配電設備,,",,-1
10,"電気業用設備,,,,送電又は電気業用変電若しくは配電設備,需要者用計器,",15,14
10,"電気業用設備,,,,送電又は電気業用変電若しくは配電設備,柱上変圧器,",18,17
10,"電気業用設備,,,,送電又は電気業用変電若しくは配電設備,その他の設備,",22,21
10,"電気業用設備,,,,送電又は電気業用変電若しくは配電設備,鉄道又は軌道業用変電設備,",15,14
10,"電気業用設備,,,,送電又は電気業用変電若しくは配電設備,その他の設備,",,-1
10,"電気業用設備,,,,,,",17,16
10,"電気業用設備,,,,,,",8,7
10,"ガス業用設備,製造用設備,,,,,",10,9
10,"ガス業用設備,供給用設備,,,,,",,-1
10,"ガス業用設備,供給用設備,鋳鉄製導管,,,,",22,21
10,"ガス業用設備,供給用設備,鋳鉄製導管以外の導管,,,,",13,12
10,"ガス業用設備,供給用設備,需要者用計量器,,,,",13,12
10,"ガス業用設備,供給用設備,その他の設備,,,,",15,14
10,"ガス業用設備,供給用設備,その他の設備,,,,",,-1
10,"ガス業用設備,供給用設備,その他の設備,主として金属製のもの,,,",17,16
10,"ガス業用設備,供給用設備,その他の設備,その他のもの,,,",8,7
10,"熱供給業用設備,,,,,,",17,16
10,"水道業用設備,,,,,,",18,17
10,"通信業用設備,,,,,,",9,8
10,"放送業用設備,,,,,,",6,5
10,"映像、音声又は文字情報制作業用設備,,,,,,",8,7
10,"鉄道業用設備,自動改札装置,,,,,",5,4
10,"鉄道業用設備,その他の設備,,,,,",12,11
10,"道路貨物運送業用設備,,,,,,",12,11
10,"倉庫業用設備,,,,,,",12,11
10,"運輸に附帯するサービス業用設備,,,,,,",10,9
10,"飲食料品卸売業用設備,,,,,,",10,9
10,"建築材料、鉱物又は金属材料等卸売業用設備,石油又は液化石油ガス卸売用設備（貯そうを除く。）,,,,,",13,12
10,"建築材料、鉱物又は金属材料等卸売業用設備,その他の設備,,,,,",8,7
10,"飲食料品小売業用設備,,,,,,",9,8
10,"その他の小売業用設備,ガソリン又は液化石油ガススタンド設備,,,,,",8,7
10,"その他の小売業用設備,その他の設備,,,,,",,-1
10,"その他の小売業用設備,その他の設備,主として金属製のもの,,,,",17,16
10,"その他の小売業用設備,その他の設備,その他のもの,,,,",8,7
10,"技術サービス業用設備（他の号に掲げるものを除く。）,計量証明業用設備,,,,,",8,7
10,"技術サービス業用設備（他の号に掲げるものを除く。）,その他の設備,,,,,",14,13
10,"宿泊業用設備,,,,,,",10,9
10,"飲食店業用設備,,,,,,",8,7
10,"洗濯業、理容業、美容業又は浴場業用設備,,,,,,",13,12
10,"その他の生活関連サービス業用設備,,,,,,",6,5
10,"娯楽業用設備,映画館又は劇場用設備,,,,,",11,10
10,"娯楽業用設備,遊園地用設備,,,,,",7,6
10,"娯楽業用設備,ボウリング場用設備,,,,,",13,12
10,"娯楽業用設備,その他の設備,,,,,",,-1
10,"娯楽業用設備,その他の設備,主として金属製のもの,,,,",17,16
10,"娯楽業用設備,その他の設備,その他のもの,,,,",8,7
10,"教育業（学校教育業を除く。）又は学習支援業用設備,教習用運転シミュレータ設備,,,,,",5,4
10,"教育業（学校教育業を除く。）又は学習支援業用設備,その他の設備,,,,,",,-1
10,"教育業（学校教育業を除く。）又は学習支援業用設備,その他の設備,主として金属製のもの,,,,",17,16
10,"教育業（学校教育業を除く。）又は学習支援業用設備,その他の設備,その他のもの,,,,",8,7
10,"自動車整備業用設備,,,,,,",15,14
10,"その他のサービス業用設備,,,,,,",12,11
10,"前掲の機械及び装置以外のもの並びに前掲の区分によらないもの,機械式駐車設備,,,,,",10,9
10,"前掲の機械及び装置以外のもの並びに前掲の区分によらないもの,ブルドーザー、パワーショベルその他の自走式作業用機械設備,,,,,",8,7
10,"前掲の機械及び装置以外のもの並びに前掲の区分によらないもの,その他の設備,,,,,",,-1
10,"前掲の機械及び装置以外のもの並びに前掲の区分によらないもの,その他の設備,主として金属製のもの,,,,",17,16
10,"前掲の機械及び装置以外のもの並びに前掲の区分によらないもの,その他の設備,その他のもの,,,,",8,7
11,",,,,,,",10,9
12,",,,,,,",55,54
13,",,,,,,",20,19
14,",,,,,,",8,7
15,",,,,,,",5,4
16,",,,,,,",7,6
17,",,,,,,",10,9
18,"複写して販売するための原本,,,,,,",3,2
18,"その他のもの,,,,,,",5,4
19,"種苗法（平成十年法律第八十三号）第四条第二項に規定する品種,,,,,,",10,9
19,"その他,,,,,,",8,7
21,",,,,,,",5,4
22,",,,,,,",30,29
23,",,,,,,",30,29
24,",,,,,,",15,14
26,",,,,,,",15,14
27,",,,,,,",15,14
28,",,,,,,",20,19
